address,info,sector,name,country,city,phone,fax,site
Ambartarla Mevkii Kazan 06980 KAZAN / ANKARA,,,ANADOLU EFES BİRACILIK VE MALT SANAYİİ A.Ş - ANKARA ŞUBESİ,Türkiye,Ankara,(90-312) 814 50 00,(90-312) 814 50 17,www.efespilsen.com.tr
"Fatih Sultan Mehmet Mah. Balkan Cad. No:58
Buyaka E Blok Tepeüstü / Ümraniye 34771 İstanbul",1969’ta kurulmuştur ve bira imalatı yapmaktadır. Satıl hacmi bakımından Avrupanın en büyük 6. Şirketidir,Bira imalat sanayi,ANADOLU EFES GENEL MÜDÜRLÜK,Türkiye,İstanbul,02165868000,,
"Gebze Organize Sanayi Bölgesi 1000. Cd. No:1015,41420 Çayırova/Kocaeli",Pump and pump station manufacturing for all areas.,machine manufacturing,Anadolu Flygt Pompa Paz. ve Tic. A.Ş.,Türkiye,Kocaeli,02626771677,02626771660,www.anadoluflygt.com.tr
"Fatih Sultan Mehmet Mahallesi, Balkan Caddesi No. 58 Buyaka E Blok Tepeüstü, Ümraniye
34771 İstanbul, TÜRKİYE","Markaları üreten ve pazarlayan Anadolu Grubu;

• Bira sektöründe; Anadolu Efes ile
• Meşrubat sektöründe; Coca-Cola İçecek ile
•	Perakende sektöründe; Migros ile
•	Tarım sektöründe;  Anadolu Etap ile
•	Otomotiv sektöründe; Anadolu Isuzu, Çelik Motor, Anadolu Motor ve Anadolu Landini ile 
•	Kırtasiye sektöründe; Adel Kalemcilik ile
•	Hızlı Servis Restoranı sektöründe; Anadolu Restoran İşletmeleri ile
•	Enerji sektöründe; Anadolu Kafkasya Enerji Yatırımları, Aslancık Elektrik Üretim, AES Elektrik Enerjisi Toptan Satış ile
•	Gayrimenkul sektöründe; AND Gayrimenkul ile
•	Diğer faaliyet alanlarında; Efestur ve AEH Sigorta Acenteliği şirketleriyle

çalışıyor.","Anadolu Grubu bira, meşrubat, perakende, tarım-gıda, otomotiv, kırtasiye, hızlı tüketim
restoranı, gayrimenkul ve enerji sektörlerindeki operasyonlar",Anadolu Grup Holding,Türkiye,Ankara,+90 (216) 578 8500,,
"Levent Mahallesi Meltem Sokak No:10 İş Kuleleri Kule:2 Kat:16-20 34330
Beşiktaş / İstanbul","Bireysel emeklilik ve hayat sigortaları alanlarında hizmet sunan Anadolu Hayat Emeklilik, 1990 yılında ""Türkiye'nin ilk hayat sigortası şirketi"" olarak kuruldu.",,ANADOLU HAYAT EMEKLİLİK A.Ş.,Türkiye,İstanbul,,,
"Levent Mahallesi Meltem Sokak No:10 İş Kuleleri Kule:2 Kat:16-20 34330
Beşiktaş / İstanbul","Bireysel emeklilik ve hayat sigortaları alanlarında hizmet sunan Anadolu Hayat Emeklilik, 1990 yılında ""Türkiye'nin ilk hayat sigortası şirketi"" olarak kuruldu.",,ANADOLU HAYAT EMEKLİLİK A.Ş.,Türkiye,İstanbul,,,
Tunus Caddesi No:46 06680 Kavaklıdere/ANKARA,,,Anadolu Hayat Sıgorta Ic Anadolu Bolge Mudurlugu,Türkiye,Ankara,(0312) 468 62 82,(0312) 468 30 67,
Şekerpınar Mah. Otomotiv Cad. No:2 41435 Çayırova / Kocaeli,"Anadolu Isuzu Otomotiv Sanayi ve Ticaret A.Ş. Anadolu Grubu, Isuzu Motors Limited ve Itochu ortaklığında halka açık bir anonim şirkettir. Şirket’in esas faaliyet alanı ise kamyon, kamyonet, midibüs, otobüs ve pick-up gibi ticari araçların üretimi ve satışıdır.",automotive,ANADOLU ISUZU OTOMOTİV SAN. TİC. A.Ş.,Türkiye,Kocaeli,+90 850 200 19 87,+90 262 658 85 69,www.isuzu.com.tr
"Eskişehir Yolu 55. Km. 
06909 Polatlı-Ankara-TÜRKİYE","987 yılında kurulan Anadolu Metalurji, kurulduğu günden bu yana demir çelik, alüminyum ve demir dışı metal sektörlerinin ihtiyacı olan tüm hadde merdaneleri ile yüksek hassasiyet ve kalite gerektiren, sektöre özel makine ve ekipmanları üreten teknolojik bir tesisin ülkemize kazandırılması için çalışmış; bugün bu amacını hakkıyla gerçekleştirmiştir. 11.000m2 kapalı, 145.000m2 açık alana kurulmuş olan Anadolu Metalurji 3500 tonu hadde merdanesi olmak üzere yıllık 8000 ton üretim kapasitesine sahiptir.",,Anadolu Metalurji ve Makine Sanayi Ticaret A.Ş.,Türkiye,Ankara,+90 312 646 50,+90 312 646 50 77,http://www.anadolumetalurji.com/
YEDİPINARLAR MEVKİİ ŞEKERPINAR KÖYÜ GEBZE 41400,,OTOMOTİV,ANADOLU ISUZU OTOMOTİV SAN. VE TİC. A.Ş.,Türkiye,İstanbul,262-6588433,262-6588559,www.isuzu.com.tr
Büyükdere Cad. Özsezen İş Merkezi No: 122/9 A-Blok Zincirlikuyu 34394 İstanbul,"Dünyanın en değerli markalarından biri olan McDonald’s, Türkiye’de ilk kez 1986 yılında hizmet vermeye başlayan McDonald’s, 2005 yılından bu yana Anadolu Grubu (Anadolu Endüstri Holding) çatısı altında faaliyet göstermektedir.  McDonald’s, bugün yaklaşık 260 restoranı ve 6000 civarında çalışanı ile yılda 100 milyon kişiye hizmet vermektedir. McDonald’s, sunduğu ürün ve hizmetlerin %98’ini Türkiye’de üretim yapan tedarikçilerden temin etmektedir.","Gıda sektörü, hızlı tüketim ürünleri",ANADOLU RESTORAN İŞLETMELERİ LTD.ŞTİ.,Türkiye,İstanbul,(0 212) 336 6783,(0 212) 336 0179,www.mcdonalds.com.tr
"Esentepe Mah. Anadolu Cad. No:5 
34870 Kartal",Başvuru süresi dolmuştur.,,ANADOLU MOTOR URETIM VE PAZARLAMA A.S.,Türkiye,İstanbul,0 216 306 41 80,0 216 353 97 20,www.anadolumotor.com.tr
"ODTÜ TEKNOKENT Bilişim İnovasyon Merkezi Mustafa Kemal Mahallesi Dumlupınar Bulvarı 280 / G Zemin Kat
Çankaya/Ankara","Efficient multithreaded signal processing on various platforms, on mobile phones and embedded devices.
Elektronik ve FPGA işleri de yapıyorlar.",IT  elektronik,Anayurt Teknoloji,Türkiye,Ankara,0850 840 7349,,anayurtteknoloji.com
"Saray, Toya Sokağı No:3, 34768 Ümraniye/İstanbul",.finans,Finans,Anadolubank,Türkiye,Ankara,02126877000,,
"Saray, Toya Sokağı No:3, 34768 Ümraniye/İstanbul",.,BANKACILIK,Anadolubank,Türkiye,Ankara,0850 222 5550,,
"ODTU Teknokent Ikizler Binası 35/2
Çankaya 06800 ANKARA","İnsansız hava araçları, kara platformları, atış kontrol kilitleyicileri yapıyorlar. Elektronik geliştirme ve üretim yapıyorlar. ASELSAN'a proje yapıyorlar. Teknokent'de arge çalışmaları yapılmaktadır.",,ANDAR Electromechanical Systems,Türkiye,Ankara,90 312 385 0450,90 312 385 0451,https://www.andar.com.tr/
Gazi Üniversitesi Yerleşkesi Gölbaşı Kampüsü Teknoplaza Binası C Blok Zemin Kat No:27 Gölbaşı/ANKARA,"Anadolu Plazma Teknoloji Enerji Danışmanlık Merkezi, 2009 yılında Gazi Üniversitesi Teknopark’ta kurulmuştur.

Özgün mühendislik problemlerine yaratıcı ve yenilikçi çözümler getiren bir ileri mühendislik firmasıdır. İleri mühendislik ve optimizasyon firması olarak uzay, havacılık, sanayi ve medikal sektörlerinde genellikle plazma teknolojilerinin kullanılması ile son teknolojileri uygulamaktadır.

Günümüzde, Anadolu Plazma Teknoloji Merkezi, akademik altyapısı ile Türkiye Kömür İşletmeleri (TKİ), Roketsan, Türk Havacılık ve Uzay Sanayi A.Ş (TAI) ve Vestel Savunma Sanayi kurumlarına danışmanlık hizmeti vermekte ve aynı zamanda bu kurumlarla ortak projelerde yer almaktadır.

Üzerinde çalıştığı projeleri kavramdan son kullanıcıya kadar olan süreçte ileri ARGE ve mühendislik hizmetleri ile yürütmektedir.

Ürün geliştirme, araştırma geliştirme, enerji verimliliği danışmanlığı, son nesil analiz ve simülasyon yazılımları dağıtımı, uygulama ve yazılım geliştirme, modelleme, ürün üretim süreci simülasyonları, 3D sanal üretim ortamı animasyonları ve otomasyon gibi konularda olduğu gibi yeni teknolojilerde tasarım ve pilot sistemlerin hazırlanmasında mühendislik ve danışmalık hizmetleri sunmaktadır.",AR-GE,Anadolu Plazma Teknoloji Enerji Merkezi,Türkiye,Ankara,0 312 484 79 32,0 312 484 79 34,http://www.anadoluplazma.com/
Bahçeşehir 2 Kısım Mah. Deniz Cad. Yeni Bahar Sok. No:1 Başakşehir / İstanbul,Türkiyenin internet üzerinden kişisel alışveriş asistanlığı yapan şirket. Alışveriş yaptığınız siteleri priceandme'ye bağlayarak tüm değişkenleri özel fiyatı bulmak için anında kişiye özel hesaplayarak kolay ve en avantajlı  alışveriş deneyimi sunmayı hedefleyen bir şirket.,Yazılım Geliştirme,Andme,Türkiye,İstanbul,,,www.priceandme.com
"Saray Mah. Keresteciler San. Sit. 5. Sk. No:13 
Kazan/ANKARA",Providing engineering services in electronics and mechanics..,,ANÇ İnşaat Ltd. Şti.,Türkiye,Ankara,(312) 815 11 48,(312) 815 11 49,http://www.ancltd.com.tr
"Electrical and Computer Engineering
Department, the University of California Santa Barbara, CA 93106","Andrew Teel is full time professor in
ECE department of UCSB.",hybrid dynamical systems,Andrew Teel,United States,Santa Barbara,+1 (805) 893 3616,,teel@ece.ucsb.edu
"Penzinger Strase 76, 1141",,Research,Andritz Hydro Gmbh,Austria,Diğer,004331726062857,00433172606162857,
"Hollanda C. 695. sok. no:1 06550 
Yıldız",ANDRITZ HYDRO is a global supplier of electro-mechanical systems and services (“water to wire“) for hydropower plants and one of the leaders in the world market for hydraulic power generation.,Energy,Andritz Hydro TR,Türkiye,Ankara,,,
hacettepe Teknokent 2. Arge binası 1.Kat No:11 Beytepe,,Bilgisayar,ANEL Araştırma ve Geliştirme Danışmanlık San. ve Tic. A.Ş.,Türkiye,Ankara,05369659632,03122992635,
"ODTÜ TEKNOKENT Galyum Blok 
Bodrum Kat No:15 
ODTÜ Ankara",ATOM is a pre-incubation center which provides support for the entrepreneurship activities on digital game sector.,Digital games,Animasyon Teknolojileri ve Oyun Geliştirme Merkezi (ATOM),Türkiye,Ankara,0554-9303514,,
ODTU Teknokent İkizler Binası B-Blok No: ZK-1 06800 Cankaya,"ATOM, ODTÜ Teknokent bünyesinde kurulan bir ön kuluçka merkezidir.",,Animasyon Teknolojileri ve Oyun Geliştirme Merkezi (ATOM),Türkiye,Ankara,(0312) 9873500,(0312) 211774,-
YILDIZEVLER MAH/SEMT RABİNDRANATH TAGORE CAD. PARK İŞMERKEZİ 29 5 ÇANKAYA/ ANKARA,3 yildir faaliyet gosteriyor. Ankara merkezli saglik alani basta olmak uzere kurumsal cozumler gelistiriyor. Bunun yaninda IOT (Internet of Things) alaninda da arge projeleri mevcut.,"Yazilim, IOT, Arge",Ankakod Yazilim ve Bilgi Teknolojileri A.Ş,Türkiye,Ankara,+90 (312) 241 1 181,,http://ankakod.com.tr/AnkaKod-AnaSayfa
HACETTEPE ÜNİVERSİTESİ TEKNOKENT 3. AR-GE BİNASI NO:2 06800 BEYTEPE,,,ANKARA BİLGİ TEKNOLOJİLERİ LTD.ŞTİ.,Türkiye,Ankara,312 299 2350,312 299 2351,www.ankarabt.com
Bilgi Islem Daire Baskanligi,,,Ankara Buyuksehir Belediyesi,Türkiye,Ankara,,,
ŞİMŞEK SOKAK N0:29 06540 KAVAKLIDERE,guven@guven.com.tr,,ANKARA GÜVEN HASTANESİ,Türkiye,Ankara,0 312 457 25 25,0 312 457 28 80,www.guven.com.tr
"Head Ofﬁce & Manufacturing: 1.0.S.B. Osmanli Caddesi No:15, PO Box 06930 Sincan, Ankara, TURKEY","Ankara Seramik A.S established in 1996 is one of largest porcelain insulator companies in Turkey. Ankara Seramik is the most progressive porcelain insulator manufacturing company in Turkey because of new and innovative production flow systems and manufacturing concepts integrated with Ankara Seramik A.S ISO 9001:2008 Quality programs.

Our quality policy is to design and manufacture quality products at competitive prices with decreased lead times to exceed the needs and expectations of our customers. Today, Ankara Seramik with a built-up area of 20.500 m2 (10.250 m2 closed plant facilities ) has a wide range of insulators produced at low, medium and high voltage levels.

We are able to carry out the routine tests in line with the international and national standards. At the time, Ankara Seramik believes in retaining a strong domestic market while serving global (international) markets.
They also do high voltage testing.","Insulators, Transformers",Ankara Seramik A.Ş.,Türkiye,Ankara,+90 312 267 37 77,+90 312 267 27 77,http://ankaraseramik.com/
5. cadde No:20/C Yıldız-Çankaya/ANKARA,"Pumps,Valves and Service",,Ankara Teknik Pompa Armatür Ticaret Limited Şirketi,Türkiye,Ankara,03124411112,03124411178,http://www.ankarateknik.com.tr/
Üniversiteler mahallesi İhsan Dogramacı Bulvarı ODTÜ Teknokent İkizler Binası No: 35 Kat 1/3 Çankaya Ankara,Sağlık sektöründe yazılım ve donanım,BİLİŞİM,ANKAREF,Türkiye,Ankara,03122992164,03122992174,ankaref.com
"Söğütözü Mahallesi, 2180. Cd. 5 A, 06530 Çankaya/Ankara","Ankara Chamber of Commerce creates business networks, cooperates with governmental institutions and identifies investment opportunities, follows the latest developments in global economy, organizes B2B meetings, provides information regarding investment and foreign trade possibilities.",,Ankara Ticaret Odası,Türkiye,Ankara,(0312) 201 81 00,,https://www.atonet.org.tr
"1. Org. San. Böl. Oğuz Cad. No:10, Ankara / Türkiye","Şirket yatak (Laressa), baza, mobilya (Pierre Cardin ofis mobilyaları) üretmektedir.",İmalat,ANKARA YATAK VE KAPİTONE SAN. VE TİC. A.Ş. (LARESSA),Türkiye,Ankara,90 312 2670267,90 312 2671383,http://www.laressa.com.tr
ODTÜ KOSGEB TEKNOLOJİ GELİŞTİRME MERKEZİ NO:602,,,ANKİRA ELEKTRONİK TASARIM YAZILIM GELİŞTİRME LTD.ŞTİ,Türkiye,Ankara,312-2101760,312-2101761,www.ankira.com.tr
Organize Sanayi Bölgesi 2. Kısım 22. Cad  Yeniköy,Ankutsan 10 yıllık deneyimiyle birlikte Antalya Organize Sanayi bölgesinde 40.000 m2 açık ve  21.000 m2 kapalı alana yayılmış fabrikasıyla oluklu mukavva sektöründe inovatif ve yenilikçi ürünler üretmektedir.,ÜRETİM,ANKUTSAN,Türkiye,Antalya,+90 (242) 249 77 00,+90 (242) 249 77 07,http://www.ankutsan.com/
"Başkent Organize San. Bölgesi 50. Cd. No:1, Sincan Malı Köyü/ Temelli/ANKARA","2002 yılında Antalya Altınovada faaliyetine başlayan firmamız Ankutsan, 2003 yılında Antalya Organize Sanayi Bölgesinde faaliyetine devam etmiştir. Her geçen yıl istikrarlı büyümesini sürdürerek, bugün oluklu mukavva sektöründe Türkiye'nin %100 yerli sermayeli en büyük ikinci firması konumuna gelmiştir.

2010 yılında Group şirketi Kutay ile Marmara bölgesinde faaliyet gösteren Ankutsan, 2014 yılında Mersin Tarsus organize sanayi bölgesinde yeni tesisi ile üretime hız kesmeden devam etmiştir.

2017 başında Ankara Başkent Organize sanayi bölgesinde açacağı son teknoloji makine ve otomasyon parkuruna sahip tesisi, hızlı ürün üretimi ve sevkiyatı ile müşteri memnuniyetini en üst düzeyde tutmayı hedeflemektedir.",Üretim,Ankutsan,Türkiye,Ankara,0 312 242 77 00,0 312 242 77 07,http://www.ankutsan.com/tr
1.OSB Erkunt Cad. No:12 Sincan-ANKARA/TÜRKİYE,"Firmamız,  Sincan Organize Sanayi  Bölgesi'nde 2000 m2'si kapalı olmak üzere toplam 4500 m2'lik  fabrika alanında faaliyetlerini sürdürmekte olup, ülkemizin önde gelen traktör fabrikalarına seri olarak dişli üretmektedir. Firmamız sahip olduğu ISO 9001:2008 kalite sistemi ve üretimin her aşamasında uygulanan kalite kontrol faaliyetleri sayesinde, tam zamanında ve en iyi kalitede ürün teslimatını gerçekleştirerek alanında hızlı adımlarla ilerlemektedir.

     Firmamızın bünyesinde çeşitli alanlarda Ar-Ge çalışmaları yapılmaktadır. Bu çalışmalar ile hem yeni ürün üretimi, hem de mevcut ürünlerin üretim sürecinin iyileştirilmesi faaliyetleri gerçekleştirilmektedir. KOSGEB, TÜBİTAK ve Sanayi Bakanlığı destekli projelerimiz bulunmaktadır. Ayrıca tamamen bünyemizde tasarım
ve imalatı gerçekleştirilen planet dişli sistemli redüktörlerin üretimi yapılmaktadır.

     Firmamız teknoloji yatırımlarına hız vermiş olup, sürekli olarak makine parkımız yenilenmekte ve geliştirilmektedir. Makine parkımıza son olarak CNC azdırma ve CNC raspa tezgahlarımız eklenmiştir. 2011 yılı sonu itibariyle yıllık 300.000 adet dişli üretim kapasitesine ulaşılmıştır.Tasarımdan paketlemeye kadar her süreçte "" tek seferde en iyisini yap"" anlayışını benimseyerek, geleceğe doğru güçlü adımlarla yürümekteyiz.",,ANMAK GRUP MAKİNE VE DİŞLİ SANAYİ TİCARET LTD ŞTİ,Türkiye,Ankara,+(90) 312 267 55 22,+(90) 312 267 10 05,www.anmakdisli.com
"Acısu Deresi Mevkii Pk:10
Kızılcıhamam/ANKARA","Kızılcahamam Maden Suyu Acı Deresi mevkiinde 1957 yılından beri hizmet veren ve bu gün ANMAR AŞ. Tarafından işletilmekte olan Çamlık Maden suyu tesisleri, Kızılcahamam belediyesine ait 2 makina da dahil toplam 6 dolum makinası ile saatte 120 bin şişe dolum kapasitesine sahip olup, 12 adedi tek vardiya çalışan fabrika işçisi olmak üzere 30 personele sahiptir.",ÜRETİM,ANMAR A.Ş.,Türkiye,Ankara,03123870225,03123870228,www.kizilcihamammadensuyu.com
Teknokent Silikon Blok No:6 ODTU,"Anova Mühendislik, 2003 yılında kurulmuş olup, Bilgisayar Destekli Mühendislik konusunda, yazılım satışı, proje, eğitim ve danışmanlık hizmetleri veren, ayrıca tasarımını yaptığı ürünleri kendi bünyesinde imal edebilen bir mühendislik firmasıdır.",Manufacturing,ANOVA Mühendislik ve Bilgisayar,Türkiye,Ankara,0312 210 12 45-47,0312 210 12 46,http://www.anova.com.tr/
Teknokent Silikon Blok No:6 ODTU,"Anova Mühendislik, 2003 yılında kurulmuş olup, Bilgisayar Destekli Mühendislik konusunda, yazılım satışı, proje, eğitim ve danışmanlık hizmetleri veren, ayrıca tasarımını yaptığı ürünleri kendi bünyesinde imal edebilen bir mühendislik firmasıdır.",,ANOVA Mühendislik ve Bilgisayar,Türkiye,Ankara,0312 210 12 45-47,0312 210 12 46,http://www.anova.com.tr/
"Kuluçka Merkezi
ODTÜ Teknokent
Ankara Türkiye","ArdicLabs is a company whose main goal is to maintain and build a more precise, cheap and fast positioning systems using the raw data from the gps that they use. While they are handling the the components and raw data in their gps they mainly use C language as it is faster in direct use. However they also use Matlab to simulate the code for C.

The company is found by two doctors; Dr. Bekir Şen and Dr. Burak Kaygısız that both graduated from Hacettepe Electrical and Electronics Engineering.

Nowadays they are building a inertial navigation system called NavAir which is to be used in unmanned systems. NavAir uses Kalman filters and process the raw data according to precision that different instruments in gps give.",,Ardıç Labs,Türkiye,Ankara,,,http://ardiclabs.com/
İSTANBUL CAD. NO:96 KEMERBURGAZ 34990 EYÜP,,BİLİŞİM,ARENA BİLGİSAYAR SAN. VE TİC. A.Ş.,Türkiye,İstanbul,212-3646464,212-3600290,www.arena.com.tr
"Merkez: Hasan Polatkan (Atalar) Cad. No:38 ESKİŞEHİR/ TÜRKİYE

Fabrika: Organize San Böl. 9. Cadde No:34 ESKİŞEHİR / TÜRKİYE","1982 yılında kurulan Anot Elektrik, makine otomasyon panoları, güç panoları, kompanzasyon panoları üretimi ve fabrika elektrik taahhüdü konularında hizmet vermeye başlamıştır. Öncesinde şahıs firması olan Anot Elektrik, 1996 yılında şirketleşerek Anot Elektrik Elektronik Otomasyon Sanayi ve Ticaret Limited Şirketi adını almıştır. Ayrıca aynı yıl Mone Makine Nakliye Enjeksiyon şirketini kurarak, plastik enjeksiyon, kalıp ve özel makine üretimi alanlarında hizmet vermeye başlamıştır.  
Günümüzde şirketimiz, şehir merkezinde irtibat ve satış ofis ile hizmet vermeye devam etmektedir. Ayrıca Eskişehir Organize Sanayi Bölgesinde yer alan 5000m2 açık alan ve 1500 m2 kapalı alana sahip fabrika binasında, PLC ve SCADA sistemleri programlanması, Servo Motor uygulamaları, hareket Kontrolü uygulamaları, otomasyon panoları üretimi, güç panoları üretimi, kompanzasyon panoları üretimi, özel makine üretimi, teknik destek ve servis hizmetleri ile birlikte elektrik ve otomasyon malzemeleri satışında hizmet vermektedir. 
Sektörel tecrübelisi son derece yüksek olan Elektrik- Elektronik, Makine, Endüstri Mühendisleri ve teknisyenlerden oluşan 40 kişiyi aşkın kadrosu ile müşteri odaklı hizmeti amaç edinmiştir.  Teknolojiyi yakından takip etme duyarlılığı ile sektördeki öncü firmalardan biri olmayı başaran firmamız, 1982 yılından günümüze sürdürdüğü faaliyetleri ile yurt içinde ve yurt dışında sayısız projeyi başarıyla tamamlanmıştır. 
Siemens çözüm ortağı olmanın verdiği güç ile her geçen gün gelişmesini devam ettirerek, müşterilerinin ihtiyaçlarına en iyi ve hızlı şekilde cevap vermektedir.","Elektrik, Elektronik, Otomasyon","ANOT Elektrik, Elektronik, Otomasyon San. ve Tic. Ltd. Şti.",Türkiye,Eskişehir,+90 222 2344068,+90 222 2344070,http://www.anot.com.tr/iletisim.html
